iter	Logloss
0	0.3826235972
1	0.2231534511
2	0.1482905241
3	0.1081039687
4	0.08526704975
5	0.07208921951
6	0.06409360579
7	0.05909519624
8	0.05591286853
9	0.05373767556
10	0.05230606364
11	0.05125535682
12	0.0503819807
13	0.04961901472
14	0.04913874669
15	0.04844661635
16	0.04819613321
17	0.04776926894
18	0.04750493739
19	0.0473791538
20	0.04720504683
21	0.04701171597
22	0.04685102377
23	0.04669826092
24	0.04653492966
25	0.0464706597
26	0.04628095157
27	0.04614870826
28	0.04601670139
29	0.04591608726
30	0.04583305317
31	0.04575981192
32	0.04562869104
33	0.04555366262
34	0.04548393462
35	0.04541649803
36	0.04533310772
37	0.04524898184
38	0.04519615925
39	0.04516192706
40	0.04510641034
41	0.04507448926
42	0.045038299
43	0.04499690042
44	0.04495206522
45	0.0449036796
46	0.04486693848
47	0.04482125001
48	0.04477251683
49	0.04472577889
50	0.04468651593
51	0.04463558998
52	0.04460876176
53	0.04457525866
54	0.04454222708
55	0.04450426689
56	0.04446820267
57	0.04443085215
58	0.04440161041
59	0.04436838241
60	0.04433685961
61	0.04431481455
62	0.04427684339
63	0.04424483598
64	0.04421475069
65	0.04419161924
66	0.04416084149
67	0.0441288222
68	0.04407981257
69	0.04405033633
70	0.04403772527
71	0.04400936163
72	0.0439876358
73	0.04396164435
74	0.04393006849
75	0.04390906757
76	0.04388748334
77	0.04386230487
78	0.04383873251
79	0.04381848393
80	0.04379411289
81	0.0437727033
82	0.04375014597
83	0.04371016358
84	0.04368901681
85	0.04367375861
86	0.04364757935
87	0.04362440479
88	0.04358660234
89	0.04356780364
90	0.04354235914
91	0.04351332376
92	0.04348851186
93	0.04346508893
94	0.04344847186
95	0.04343135113
96	0.04340170618
97	0.04337644952
98	0.04335490913
99	0.0433286061
100	0.04331154986
101	0.04329366674
102	0.04328163929
103	0.04326180737
104	0.04324607362
105	0.04323148609
106	0.04320761973
107	0.0431865375
108	0.04316783374
109	0.04315143792
110	0.04312647544
111	0.04310857913
112	0.04308590518
113	0.04307630262
114	0.04305567649
115	0.04303571205
116	0.04302368391
117	0.04300226261
118	0.04298658348
119	0.04297693371
120	0.04295816516
121	0.04294054731
122	0.04291228461
123	0.04289387922
124	0.04288158124
125	0.04285482908
126	0.04285031873
127	0.04283983199
128	0.04282690352
129	0.04280361372
130	0.04278179802
131	0.04277053185
132	0.0427540733
133	0.04273580554
134	0.04272578138
135	0.0427078376
136	0.04269401888
137	0.04267864175
138	0.0426640127
139	0.04265117498
140	0.04263777924
141	0.04262371183
142	0.04260905202
143	0.04259461626
144	0.04257876518
145	0.04255479106
146	0.04253747816
147	0.04252680307
148	0.04250914351
149	0.04249471913
150	0.04247091378
151	0.04246437492
152	0.04245227478
153	0.04244535839
154	0.04242754592
155	0.04240699038
156	0.042400542
157	0.04238825352
158	0.04237246072
159	0.0423586055
160	0.04233504959
161	0.0423203858
162	0.04230702069
163	0.04228652825
164	0.04226949867
165	0.0422512314
166	0.0422349852
167	0.0422171461
168	0.04220890944
169	0.04219538465
170	0.04218157275
171	0.04216853497
172	0.04215270191
173	0.04214097314
174	0.04213268336
175	0.04211682827
176	0.04209582255
177	0.04208458084
178	0.04206447389
179	0.04205072296
180	0.0420467893
181	0.04202895538
182	0.04201350452
183	0.04200635118
184	0.04198749424
185	0.04197772495
186	0.04195705803
187	0.04194027439
188	0.04191857582
189	0.04190695099
190	0.04189081994
191	0.04187936741
192	0.04186762021
193	0.04185039488
194	0.04182749898
195	0.04181082454
196	0.04179980398
197	0.04178438044
198	0.04177395943
199	0.04175906017
200	0.04174593853
201	0.0417300344
202	0.04171546915
203	0.0417030555
204	0.04169256192
205	0.04168136499
206	0.0416754589
207	0.04165438049
208	0.0416406028
209	0.04162981347
210	0.04161598292
211	0.04160085909
212	0.04158950501
213	0.04157508861
214	0.04155830388
215	0.04155393504
216	0.0415381413
217	0.04152504788
218	0.04151021678
219	0.04150129503
220	0.04148912866
221	0.04148137996
222	0.04146347493
223	0.0414474676
224	0.04144250368
225	0.0414395748
226	0.04142879109
227	0.04141613702
228	0.04139992117
229	0.04139110289
230	0.04137630809
231	0.04136334785
232	0.04135524085
233	0.04134762337
234	0.04133478903
235	0.04132465818
236	0.04131949661
237	0.04130527336
238	0.04128627839
239	0.04126896483
240	0.04125904076
241	0.04124986681
242	0.0412331485
243	0.0412249301
244	0.04120600016
245	0.04118736887
246	0.04117329108
247	0.04115893942
248	0.04115425171
249	0.04114200922
250	0.04112799129
251	0.04111793757
252	0.04110183396
253	0.04108693665
254	0.04108218638
255	0.04106009232
256	0.04104648626
257	0.04103573346
258	0.04101496169
259	0.04100945248
260	0.04100534345
261	0.04098954176
262	0.04097380669
263	0.04095769027
264	0.04094501955
265	0.04093390605
266	0.04092035407
267	0.04090506151
268	0.04089484053
269	0.0408785393
270	0.04087356737
271	0.04086477899
272	0.04085038506
273	0.04084385434
274	0.04082992033
275	0.04081977281
276	0.04081543754
277	0.04079448255
278	0.04079166861
279	0.04077916557
280	0.04077666208
281	0.04076437932
282	0.04074701515
283	0.0407291058
284	0.04072090507
285	0.04070548289
286	0.04069525314
287	0.04068155495
288	0.04067163062
289	0.04065966223
290	0.04064765236
291	0.04063100309
292	0.04061479292
293	0.04060501903
294	0.04059326445
295	0.04058347332
296	0.04057996837
297	0.04056636638
298	0.04055451063
299	0.04054018765
300	0.04052711671
301	0.04051989302
302	0.04050161117
303	0.04048767546
304	0.04047387509
305	0.04046911194
306	0.04045846038
307	0.0404483315
308	0.04043661877
309	0.04042239574
310	0.04040904402
311	0.04039765471
312	0.0403842902
313	0.04036923712
314	0.04035582714
315	0.04033896567
316	0.04032434627
317	0.04031293734
318	0.04030096214
319	0.04029448623
320	0.04028912442
321	0.0402777171
322	0.04026854151
323	0.04025704898
324	0.04024427882
325	0.04023892256
326	0.04022474184
327	0.04021131833
328	0.04020623532
329	0.04019337114
330	0.04018088152
331	0.04017682371
332	0.04016234681
333	0.0401511656
334	0.04013510419
335	0.0401208434
336	0.04010711694
337	0.04009998675
338	0.0400905883
339	0.04008400458
340	0.04006697444
341	0.04005497502
342	0.0400466321
343	0.04003831371
344	0.04002496626
345	0.04001910137
346	0.040010924
347	0.03999692235
348	0.039982184
349	0.03997434094
350	0.03996110984
351	0.03995341854
352	0.03993741263
353	0.03992471119
354	0.03991740993
355	0.03990567616
356	0.03989635242
357	0.03988048855
358	0.03986629925
359	0.03985731545
360	0.03984362696
361	0.03983068555
362	0.03981547042
363	0.03980082768
364	0.03978481722
365	0.03977299325
366	0.03976087883
367	0.03974856329
368	0.03973558247
369	0.03972224702
370	0.0396997809
371	0.03968330039
372	0.03967576719
373	0.03966586801
374	0.03965611719
375	0.03964362819
376	0.03963755327
377	0.03962272956
378	0.03961341759
379	0.03959730943
380	0.03959157697
381	0.03957499877
382	0.03956067636
383	0.03955405442
384	0.03954943606
385	0.03954187547
386	0.03953226704
387	0.03951611923
388	0.03950715319
389	0.0394941303
390	0.03947823062
391	0.03947460252
392	0.03946676335
393	0.03945014384
394	0.03944169974
395	0.03943001302
396	0.0394224524
397	0.03940504375
398	0.03939346396
399	0.03938462004
400	0.03937220448
401	0.03936952134
402	0.03936077553
403	0.03934815427
404	0.03933778545
405	0.03933183717
406	0.03932186881
407	0.0393083748
408	0.03930393943
409	0.03929910199
410	0.03928894005
411	0.03927661069
412	0.03926797146
413	0.03925714716
414	0.03924102353
415	0.03923230819
416	0.03922190085
417	0.03921098027
418	0.03920474919
419	0.03918481653
420	0.03917060623
421	0.03915318139
422	0.03914444732
423	0.03913235638
424	0.03912346141
425	0.03911951811
426	0.03911445975
427	0.03910891721
428	0.03909968067
429	0.03908896018
430	0.03908084778
431	0.03907761201
432	0.03906914206
433	0.03906181905
434	0.03904980208
435	0.03903709265
436	0.03903508998
437	0.03903269949
438	0.03902608686
439	0.03902021551
440	0.0390061915
441	0.03899445855
442	0.03898030745
443	0.03897067133
444	0.0389585
445	0.0389518883
446	0.03893780619
447	0.03892288714
448	0.03891341127
449	0.03890456636
450	0.03889599726
451	0.03888824973
452	0.03888028913
453	0.03886860675
454	0.03885188922
455	0.03884048819
456	0.03882962654
457	0.03881822339
458	0.03881588984
459	0.03880509412
460	0.03879199015
461	0.03878258329
462	0.03877323664
463	0.03875890686
464	0.03875133203
465	0.03874260708
466	0.03873534051
467	0.03873146601
468	0.0387192343
469	0.03870944668
470	0.03870554934
471	0.03869219289
472	0.03868467551
473	0.03867367413
474	0.03866001892
475	0.03864424761
476	0.03863440505
477	0.03862285536
478	0.0386073912
479	0.03859409263
480	0.03857774881
481	0.03857140842
482	0.03856156579
483	0.03855113468
484	0.03854004806
485	0.03852470124
486	0.0385203688
487	0.03850869152
488	0.03850026773
489	0.0384865435
490	0.03847360097
491	0.03846007552
492	0.03843967499
493	0.03843022026
494	0.03841889026
495	0.03840613485
496	0.03839233878
497	0.03838019674
498	0.03836707153
499	0.03836245763
500	0.03835776171
501	0.03835077963
502	0.03834227249
503	0.03833248037
504	0.03831693456
505	0.03831033967
506	0.03830039066
507	0.03829108397
508	0.03827963775
509	0.03826823594
510	0.03825916858
511	0.03824466105
512	0.03823256548
513	0.03822405397
514	0.03820353092
515	0.03819638372
516	0.03818061944
517	0.03816761077
518	0.03815995049
519	0.03814241548
520	0.03812831673
521	0.03811601062
522	0.03811103409
523	0.03809995876
524	0.03809630502
525	0.03808246351
526	0.0380789645
527	0.03806484997
528	0.03805285674
529	0.03804344471
530	0.03803471634
531	0.03802789531
532	0.03801265061
533	0.03799954886
534	0.03798809936
535	0.03797433906
536	0.03796453808
537	0.03795898055
538	0.03794018572
539	0.0379321083
540	0.03792364323
541	0.03791253447
542	0.03791011413
543	0.03789261026
544	0.037888519
545	0.03788457722
546	0.03787175872
547	0.03786179053
548	0.0378526
549	0.03783702483
550	0.03782875963
551	0.03781525207
552	0.03781384168
553	0.03780331029
554	0.03779857162
555	0.03779042698
556	0.03777921298
557	0.0377653376
558	0.03775330465
559	0.03774816721
560	0.0377363041
561	0.03773196515
562	0.03772148712
563	0.03771200588
564	0.03770049186
565	0.03768766765
566	0.03768061277
567	0.037674431
568	0.03766463762
569	0.03765959144
570	0.03765610087
571	0.03763994503
572	0.03763402062
573	0.03762418687
574	0.03761431857
575	0.03760589688
576	0.03759458414
577	0.03758415066
578	0.03757453379
579	0.03756566105
580	0.03755616619
581	0.0375426412
582	0.03753615062
583	0.0375341243
584	0.03752478887
585	0.03751849027
586	0.03750219933
587	0.03749351853
588	0.03748620785
589	0.03748108419
590	0.03747477785
591	0.03747043196
592	0.03746010523
593	0.03744887578
594	0.03743916871
595	0.0374295692
596	0.03742121354
597	0.03741139281
598	0.03740406973
599	0.03739282363
600	0.03738100402
601	0.03737024241
602	0.03735980501
603	0.03735197019
604	0.0373388303
605	0.03733668959
606	0.03732420576
607	0.03732258499
608	0.03731399069
609	0.03730879943
610	0.03730246481
611	0.03729424998
612	0.03728317459
613	0.03727293778
614	0.0372687974
615	0.03725329853
616	0.03724365359
617	0.03723843577
618	0.03722935438
619	0.03721904596
620	0.03720891428
621	0.03720351634
622	0.03719576479
623	0.03719341965
624	0.03718845639
625	0.03717495437
626	0.03716695223
627	0.03715369162
628	0.03714394986
629	0.03713960057
630	0.037129311
631	0.03711907836
632	0.03711010186
633	0.03710398942
634	0.03710038768
635	0.03709307621
636	0.03709035206
637	0.0370817531
638	0.03706916344
639	0.03706496541
640	0.03705841319
641	0.03705216792
642	0.03704523903
643	0.0370283552
644	0.03701744082
645	0.03700696972
646	0.03700332284
647	0.03699377239
648	0.03698040549
649	0.03696907473
650	0.03695699881
651	0.03695558767
652	0.03695062497
653	0.03694072076
654	0.03692646084
655	0.03692241016
656	0.03691472936
657	0.0369046512
658	0.03689827698
